NroTrx;sku;producto;cantidad;precio;subtotal;diasem;customerid;total;useragentbrowser;useragentoperatingsystem;useragentdevice
P000476;110501000031;Huevo Pardo Empacado;1;13;13;Lun;34346;51;Mobile Safari;WKWebView;iOS
P000476;110603500005;Nuggets Premium;2;6;12;Lun;34346;51;Mobile Safari;WKWebView;iOS
P000476;110603500029;Chicharron de Pechuga de Pollo;1;12.5;12.5;Lun;34346;51;Mobile Safari;WKWebView;iOS
P000476;110603500048;Filete a la Pimienta;1;13.5;13.5;Lun;34346;51;Mobile Safari;WKWebView;iOS
P000477;110601400016;Filete de Pechuga;1;30;30;Lun;34353;68.5;Mobile Safari;iOS;iPhone
P000477;110603500029;Chicharron de Pechuga de Pollo;2;12.5;25;Lun;34353;68.5;Mobile Safari;iOS;iPhone
P000477;110603500048;Filete a la Pimienta;1;13.5;13.5;Lun;34353;68.5;Mobile Safari;iOS;iPhone
P000478;110501000031;Huevo Pardo Empacado;1;13;13;Lun;34354;81.3;Chrome Mobile;Android;other
P000478;110601000027;Pollo Entero S/M;3;16;48;Lun;34354;81.3;Chrome Mobile;Android;other
P000478;110603500019;Deditos de Pollo;1;7.8;7.8;Lun;34354;81.3;Chrome Mobile;Android;other
P000478;110603500029;Chicharron de Pechuga de Pollo;1;12.5;12.5;Lun;34354;81.3;Chrome Mobile;Android;other
P000479;110501000031;Huevo Pardo Empacado;2;13;26;Lun;34356;66.2;Chrome Mobile;Android;other
P000479;110601000027;Pollo Entero S/M;2;16;32;Lun;34356;66.2;Chrome Mobile;Android;other
P000479;110603500013;Nuggets con Quinua;1;8.2;8.2;Lun;34356;66.2;Chrome Mobile;Android;other
P000480;110501000031;Huevo Pardo Empacado;2;13;26;Lun;34359;86;Mobile Safari;WKWebView;iOS
P000480;110601400016;Filete de Pechuga;2;30;60;Lun;34359;86;Mobile Safari;WKWebView;iOS
P000481;110501000031;Huevo Pardo Empacado;1;13;13;Lun;34358;81.3;Facebook;Android;Samsung
P000481;110601400016;Filete de Pechuga;2;30;60;Lun;34358;81.3;Facebook;Android;Samsung
P000481;110603700015;Hamburguesa Premium;1;8.3;8.3;Lun;34358;81.3;Facebook;Android;Samsung
P000482;110501000031;Huevo Pardo Empacado;1;13;13;Lun;34363;54.3;Mobile Safari;WKWebView;iOS
P000482;110601200006;Pollo trozado x 8 pzas S/M;2;16.5;33;Lun;34363;54.3;Mobile Safari;WKWebView;iOS
P000482;110603700015;Hamburguesa Premium;1;8.3;8.3;Lun;34363;54.3;Mobile Safari;WKWebView;iOS
P000483;110501000031;Huevo Pardo Empacado;1;13;13;Lun;34361;51.3;Mobile Safari;iOS;iPhone
P000483;110601400016;Filete de Pechuga;1;30;30;Lun;34361;51.3;Mobile Safari;iOS;iPhone
P000483;110603700015;Hamburguesa Premium;1;8.3;8.3;Lun;34361;51.3;Mobile Safari;iOS;iPhone
P000484;110601000027;Pollo Entero S/M;2;16;32;Lun;34370;112;Mobile Safari;iOS;iPhone
P000484;110601400016;Filete de Pechuga;1;30;30;Lun;34370;112;Mobile Safari;iOS;iPhone
P000484;110603500029;Chicharron de Pechuga de Pollo;4;12.5;50;Lun;34370;112;Mobile Safari;iOS;iPhone
P000485;110601200006;Pollo trozado x 8 pzas S/M;2;16.5;33;Lun;34373;63;Chrome;Windows;other
P000485;110601400016;Filete de Pechuga;1;30;30;Lun;34373;63;Chrome;Windows;other
P000486;110501000031;Huevo Pardo Empacado;1;13;13;Lun;34367;139;Chrome Mobile;Android;other
P000486;110601200006;Pollo trozado x 8 pzas S/M;4;16.5;66;Lun;34367;139;Chrome Mobile;Android;other
P000486;110601400016;Filete de Pechuga;2;30;60;Lun;34367;139;Chrome Mobile;Android;other
P000487;110501000031;Huevo Pardo Empacado;2;13;26;Lun;34369;89;Mobile Safari;iOS;iPhone
P000487;110601200006;Pollo trozado x 8 pzas S/M;2;16.5;33;Lun;34369;89;Mobile Safari;iOS;iPhone
P000487;110601400016;Filete de Pechuga;1;30;30;Lun;34369;89;Mobile Safari;iOS;iPhone
P000488;110603500029;Chicharron de Pechuga de Pollo;7;12.5;87.5;Lun;34272;87.5;Safari;Mac OS X;other
P000489;110601200006;Pollo trozado x 8 pzas S/M;1;16.5;16.5;Lun;34203;103;Chrome;Windows;other
P000489;110601400015;Filete de Pechuga Corazon;1;32;32;Lun;34203;103;Chrome;Windows;other
P000489;110603500048;Filete a la Pimienta;1;13.5;13.5;Lun;34203;103;Chrome;Windows;other
P000489;110603500049;Filete  a la Criolla;1;13.5;13.5;Lun;34203;103;Chrome;Windows;other
P000489;110603700039;Enrollado con Frutas Secas;1;27.5;27.5;Lun;34203;103;Chrome;Windows;other
P000490;110501000031;Huevo Pardo Empacado;1;13;13;Lun;34252;129.5;Safari;Mac OS X;other
P000490;110601000027;Pollo Entero S/M;1;16;16;Lun;34252;129.5;Safari;Mac OS X;other
P000490;110601200006;Pollo trozado x 8 pzas S/M;1;16.5;16.5;Lun;34252;129.5;Safari;Mac OS X;other
P000490;110601200009;Pierna Encuentro Fresca;1;54;54;Lun;34252;129.5;Safari;Mac OS X;other
P000490;110601400016;Filete de Pechuga;1;30;30;Lun;34252;129.5;Safari;Mac OS X;other
P000491;110501000031;Huevo Pardo Empacado;1;13;13;Lun;34374;95.5;Chrome;Windows;other
P000491;110601200009;Pierna Encuentro Fresca;1;54;54;Lun;34374;95.5;Chrome;Windows;other
P000491;110603500013;Nuggets con Quinua;1;8.2;8.2;Lun;34374;95.5;Chrome;Windows;other
P000491;110603500019;Deditos de Pollo;1;7.8;7.8;Lun;34374;95.5;Chrome;Windows;other
P000491;110603500029;Chicharron de Pechuga de Pollo;1;12.5;12.5;Lun;34374;95.5;Chrome;Windows;other
P000492;110501000031;Huevo Pardo Empacado;1;13;13;Lun;34368;55.5;Mobile Safari;iOS;iPhone
P000492;110601400016;Filete de Pechuga;1;30;30;Lun;34368;55.5;Mobile Safari;iOS;iPhone
P000492;110603500029;Chicharron de Pechuga de Pollo;1;12.5;12.5;Lun;34368;55.5;Mobile Safari;iOS;iPhone
P000493;110501000031;Huevo Pardo Empacado;1;13;13;Lun;34379;55;Mobile Safari;iOS;iPhone
P000493;110601400016;Filete de Pechuga;1;30;30;Lun;34379;55;Mobile Safari;iOS;iPhone
P000493;110603500005;Nuggets Premium;2;6;12;Lun;34379;55;Mobile Safari;iOS;iPhone
P000494;110501000031;Huevo Pardo Empacado;2;13;26;Lun;34381;326.6;Mobile Safari;iOS;iPhone
P000494;110601200009;Pierna Encuentro Fresca;2;54;108;Lun;34381;326.6;Mobile Safari;iOS;iPhone
P000494;110601400016;Filete de Pechuga;3;30;90;Lun;34381;326.6;Mobile Safari;iOS;iPhone
P000494;110603500013;Nuggets con Quinua;3;8.2;24.6;Lun;34381;326.6;Mobile Safari;iOS;iPhone
P000494;110603500019;Deditos de Pollo;2;7.8;15.6;Lun;34381;326.6;Mobile Safari;iOS;iPhone
P000494;110603500029;Chicharron de Pechuga de Pollo;3;12.5;37.5;Lun;34381;326.6;Mobile Safari;iOS;iPhone
P000494;110603700015;Hamburguesa Premium;3;8.3;24.9;Lun;34381;326.6;Mobile Safari;iOS;iPhone
P000495;110601000027;Pollo Entero S/M;1;16;16;Lun;34380;82.8;Mobile Safari;WKWebView;iOS
P000495;110601200006;Pollo trozado x 8 pzas S/M;1;16.5;16.5;Lun;34380;82.8;Mobile Safari;WKWebView;iOS
P000495;110601400016;Filete de Pechuga;1;30;30;Lun;34380;82.8;Mobile Safari;WKWebView;iOS
P000495;110603500019;Deditos de Pollo;1;7.8;7.8;Lun;34380;82.8;Mobile Safari;WKWebView;iOS
P000495;110603500029;Chicharron de Pechuga de Pollo;1;12.5;12.5;Lun;34380;82.8;Mobile Safari;WKWebView;iOS
P000496;110601200006;Pollo trozado x 8 pzas S/M;1;16.5;16.5;Lun;34377;87.5;Chrome;Windows;other
P000496;110601400016;Filete de Pechuga;1;30;30;Lun;34377;87.5;Chrome;Windows;other
P000496;110603500049;Filete  a la Criolla;1;13.5;13.5;Lun;34377;87.5;Chrome;Windows;other
P000496;110603700039;Enrollado con Frutas Secas;1;27.5;27.5;Lun;34377;87.5;Chrome;Windows;other
P000497;110501000031;Huevo Pardo Empacado;3;13;39;Lun;34362;171;Chrome;Windows;other
P000497;110601200006;Pollo trozado x 8 pzas S/M;8;16.5;132;Lun;34362;171;Chrome;Windows;other
P000498;110601400016;Filete de Pechuga;1;30;30;Lun;34365;104.8;Facebook;Android;other
P000498;110603500029;Chicharron de Pechuga de Pollo;1;12.5;12.5;Lun;34365;104.8;Facebook;Android;other
P000498;110603500048;Filete a la Pimienta;2;13.5;27;Lun;34365;104.8;Facebook;Android;other
P000498;110603500049;Filete  a la Criolla;2;13.5;27;Lun;34365;104.8;Facebook;Android;other
P000498;110603700015;Hamburguesa Premium;1;8.3;8.3;Lun;34365;104.8;Facebook;Android;other
P000499;110501000031;Huevo Pardo Empacado;1;13;13;Lun;34384;159.2;Mobile Safari;iOS;iPhone
P000499;110601400015;Filete de Pechuga Corazon;2;32;64;Lun;34384;159.2;Mobile Safari;iOS;iPhone
P000499;110601400016;Filete de Pechuga;1;30;30;Lun;34384;159.2;Mobile Safari;iOS;iPhone
P000499;110603500013;Nuggets con Quinua;2;8.2;16.4;Lun;34384;159.2;Mobile Safari;iOS;iPhone
P000499;110603700015;Hamburguesa Premium;1;8.3;8.3;Lun;34384;159.2;Mobile Safari;iOS;iPhone
P000499;110603700039;Enrollado con Frutas Secas;1;27.5;27.5;Lun;34384;159.2;Mobile Safari;iOS;iPhone
P000500;110501000031;Huevo Pardo Empacado;1;13;13;Lun;34387;172.5;Mobile Safari;iOS;iPhone
P000500;110601000027;Pollo Entero S/M;2;16;32;Lun;34387;172.5;Mobile Safari;iOS;iPhone
P000500;110601200006;Pollo trozado x 8 pzas S/M;1;16.5;16.5;Lun;34387;172.5;Mobile Safari;iOS;iPhone
P000500;110601200016;Muslos Frescos;1;54;54;Lun;34387;172.5;Mobile Safari;iOS;iPhone
P000500;110601400016;Filete de Pechuga;1;30;30;Lun;34387;172.5;Mobile Safari;iOS;iPhone
P000500;110603500049;Filete  a la Criolla;2;13.5;27;Lun;34387;172.5;Mobile Safari;iOS;iPhone
P000501;110501000031;Huevo Pardo Empacado;1;13;13;Lun;34388;86.2;Chrome;Windows;other
P000501;110601200006;Pollo trozado x 8 pzas S/M;2;16.5;33;Lun;34388;86.2;Chrome;Windows;other
P000501;110603500005;Nuggets Premium;1;6;6;Lun;34388;86.2;Chrome;Windows;other
P000501;110603500013;Nuggets con Quinua;1;8.2;8.2;Lun;34388;86.2;Chrome;Windows;other
P000501;110603500029;Chicharron de Pechuga de Pollo;1;12.5;12.5;Lun;34388;86.2;Chrome;Windows;other
P000501;110603500049;Filete  a la Criolla;1;13.5;13.5;Lun;34388;86.2;Chrome;Windows;other
P000502;110501000031;Huevo Pardo Empacado;1;13;13;Lun;34390;68;Facebook;Android;LG
P000502;110601400016;Filete de Pechuga;1;30;30;Lun;34390;68;Facebook;Android;LG
P000502;110603500029;Chicharron de Pechuga de Pollo;2;12.5;25;Lun;34390;68;Facebook;Android;LG
P000503;110603500005;Nuggets Premium;1;6;6;Lun;34382;51.6;Facebook;Android;Samsung
P000503;110603500013;Nuggets con Quinua;1;8.2;8.2;Lun;34382;51.6;Facebook;Android;Samsung
P000503;110603500029;Chicharron de Pechuga de Pollo;1;12.5;12.5;Lun;34382;51.6;Facebook;Android;Samsung
P000503;110603700015;Hamburguesa Premium;3;8.3;24.9;Lun;34382;51.6;Facebook;Android;Samsung
P000504;110501000031;Huevo Pardo Empacado;1;13;13;Lun;34385;107.9;Chrome;Windows;other
P000504;110601200006;Pollo trozado x 8 pzas S/M;4;16.5;66;Lun;34385;107.9;Chrome;Windows;other
P000504;110603500013;Nuggets con Quinua;2;8.2;16.4;Lun;34385;107.9;Chrome;Windows;other
P000504;110603500029;Chicharron de Pechuga de Pollo;1;12.5;12.5;Lun;34385;107.9;Chrome;Windows;other
P000505;110501000031;Huevo Pardo Empacado;1;13;13;Lun;34391;75.6;Facebook;Android;other
P000505;110601200006;Pollo trozado x 8 pzas S/M;1;16.5;16.5;Lun;34391;75.6;Facebook;Android;other
P000505;110601400016;Filete de Pechuga;1;30;30;Lun;34391;75.6;Facebook;Android;other
P000505;110603500019;Deditos de Pollo;1;7.8;7.8;Lun;34391;75.6;Facebook;Android;other
P000505;110603700015;Hamburguesa Premium;1;8.3;8.3;Lun;34391;75.6;Facebook;Android;other
P000506;110501000031;Huevo Pardo Empacado;1;13;13;Lun;34393;82;Mobile Safari;iOS;iPhone
P000506;110601000027;Pollo Entero S/M;2;16;32;Lun;34393;82;Mobile Safari;iOS;iPhone
P000506;110603500005;Nuggets Premium;2;6;12;Lun;34393;82;Mobile Safari;iOS;iPhone
P000506;110603500029;Chicharron de Pechuga de Pollo;2;12.5;25;Lun;34393;82;Mobile Safari;iOS;iPhone
P000507;110501000031;Huevo Pardo Empacado;1;13;13;Lun;34397;156.5;Chrome;Windows;other
P000507;110601000027;Pollo Entero S/M;2;16;32;Lun;34397;156.5;Chrome;Windows;other
P000507;110601200009;Pierna Encuentro Fresca;1;54;54;Lun;34397;156.5;Chrome;Windows;other
P000507;110601400016;Filete de Pechuga;1;30;30;Lun;34397;156.5;Chrome;Windows;other
P000507;110603700039;Enrollado con Frutas Secas;1;27.5;27.5;Lun;34397;156.5;Chrome;Windows;other
P000508;110501000031;Huevo Pardo Empacado;1;13;13;Lun;34403;91;Mobile Safari;iOS;iPhone
P000508;110601400016;Filete de Pechuga;2;30;60;Lun;34403;91;Mobile Safari;iOS;iPhone
P000508;110603500005;Nuggets Premium;3;6;18;Lun;34403;91;Mobile Safari;iOS;iPhone
P000509;110501000031;Huevo Pardo Empacado;2;13;26;Lun;34383;93.5;Safari;Mac OS X;other
P000509;110601200006;Pollo trozado x 8 pzas S/M;3;16.5;49.5;Lun;34383;93.5;Safari;Mac OS X;other
P000509;110603500005;Nuggets Premium;3;6;18;Lun;34383;93.5;Safari;Mac OS X;other
P000510;110501000031;Huevo Pardo Empacado;2;13;26;Lun;33985;74;Mobile Safari;iOS;iPhone
P000510;110601000027;Pollo Entero S/M;3;16;48;Lun;33985;74;Mobile Safari;iOS;iPhone
P000511;110501000031;Huevo Pardo Empacado;1;13;13;Lun;34402;59.5;Chrome Mobile;Android;other
P000511;110601200006;Pollo trozado x 8 pzas S/M;1;16.5;16.5;Lun;34402;59.5;Chrome Mobile;Android;other
P000511;110601400016;Filete de Pechuga;1;30;30;Lun;34402;59.5;Chrome Mobile;Android;other
P000512;110501000031;Huevo Pardo Empacado;1;13;13;Lun;34394;133.5;Chrome;Windows;other
P000512;110601000027;Pollo Entero S/M;1;16;16;Lun;34394;133.5;Chrome;Windows;other
P000512;110601200006;Pollo trozado x 8 pzas S/M;2;16.5;33;Lun;34394;133.5;Chrome;Windows;other
P000512;110603500013;Nuggets con Quinua;2;8.2;16.4;Lun;34394;133.5;Chrome;Windows;other
P000512;110603500019;Deditos de Pollo;2;7.8;15.6;Lun;34394;133.5;Chrome;Windows;other
P000512;110603500029;Chicharron de Pechuga de Pollo;1;12.5;12.5;Lun;34394;133.5;Chrome;Windows;other
P000512;110603500048;Filete a la Pimienta;2;13.5;27;Lun;34394;133.5;Chrome;Windows;other
P000513;110601000027;Pollo Entero S/M;2;16;32;Lun;34410;126.5;Safari;Mac OS X;other
P000513;110601400016;Filete de Pechuga;2;30;60;Lun;34410;126.5;Safari;Mac OS X;other
P000513;110603500005;Nuggets Premium;1;6;6;Lun;34410;126.5;Safari;Mac OS X;other
P000513;110603500013;Nuggets con Quinua;1;8.2;8.2;Lun;34410;126.5;Safari;Mac OS X;other
P000513;110603500019;Deditos de Pollo;1;7.8;7.8;Lun;34410;126.5;Safari;Mac OS X;other
P000513;110603500029;Chicharron de Pechuga de Pollo;1;12.5;12.5;Lun;34410;126.5;Safari;Mac OS X;other
P000514;110501000031;Huevo Pardo Empacado;2;13;26;Lun;34406;106;Chrome Mobile;Android;other
P000514;110601000027;Pollo Entero S/M;5;16;80;Lun;34406;106;Chrome Mobile;Android;other
P000515;110501000031;Huevo Pardo Empacado;4;13;52;Lun;34413;130.1;Chrome Mobile;Android;other
P000515;110601200006;Pollo trozado x 8 pzas S/M;3;16.5;49.5;Lun;34413;130.1;Chrome Mobile;Android;other
P000515;110603500005;Nuggets Premium;2;6;12;Lun;34413;130.1;Chrome Mobile;Android;other
P000515;110603700015;Hamburguesa Premium;2;8.3;16.6;Lun;34413;130.1;Chrome Mobile;Android;other
P000516;110501000031;Huevo Pardo Empacado;1;13;13;Lun;34404;70.2;Chrome Mobile;Android;other
P000516;110601000027;Pollo Entero S/M;1;16;16;Lun;34404;70.2;Chrome Mobile;Android;other
P000516;110601200006;Pollo trozado x 8 pzas S/M;2;16.5;33;Lun;34404;70.2;Chrome Mobile;Android;other
P000516;110603500013;Nuggets con Quinua;1;8.2;8.2;Lun;34404;70.2;Chrome Mobile;Android;other
P000517;110501000031;Huevo Pardo Empacado;1;13;13;Lun;34405;97;Chrome Mobile;Android;other
P000517;110601200009;Pierna Encuentro Fresca;1;54;54;Lun;34405;97;Chrome Mobile;Android;other
P000517;110601400016;Filete de Pechuga;1;30;30;Lun;34405;97;Chrome Mobile;Android;other
P000518;110501000031;Huevo Pardo Empacado;2;13;26;Lun;34372;97.3;Mobile Safari;WKWebView;iOS
P000518;110601200006;Pollo trozado x 8 pzas S/M;2;16.5;33;Lun;34372;97.3;Mobile Safari;WKWebView;iOS
P000518;110601400016;Filete de Pechuga;1;30;30;Lun;34372;97.3;Mobile Safari;WKWebView;iOS
P000518;110603700015;Hamburguesa Premium;1;8.3;8.3;Lun;34372;97.3;Mobile Safari;WKWebView;iOS
P000519;110501000031;Huevo Pardo Empacado;1;13;13;Lun;34213;59.6;Safari;Mac OS X;other
P000519;110601200006;Pollo trozado x 8 pzas S/M;1;16.5;16.5;Lun;34213;59.6;Safari;Mac OS X;other
P000519;110603500049;Filete  a la Criolla;1;13.5;13.5;Lun;34213;59.6;Safari;Mac OS X;other
P000519;110603700015;Hamburguesa Premium;2;8.3;16.6;Lun;34213;59.6;Safari;Mac OS X;other
P000520;110501000031;Huevo Pardo Empacado;3;13;39;Lun;34412;87;Chrome;Windows;other
P000520;110601000027;Pollo Entero S/M;3;16;48;Lun;34412;87;Chrome;Windows;other
P000521;110601200006;Pollo trozado x 8 pzas S/M;2;16.5;33;Lun;34416;103.5;Chrome;Windows;other
P000521;110603500013;Nuggets con Quinua;1;8.2;8.2;Lun;34416;103.5;Chrome;Windows;other
P000521;110603500019;Deditos de Pollo;1;7.8;7.8;Lun;34416;103.5;Chrome;Windows;other
P000521;110603500049;Filete  a la Criolla;2;13.5;27;Lun;34416;103.5;Chrome;Windows;other
P000521;110603700039;Enrollado con Frutas Secas;1;27.5;27.5;Lun;34416;103.5;Chrome;Windows;other
P000522;110501000031;Huevo Pardo Empacado;2;13;26;Lun;34419;86.5;Samsung Internet;Android;Samsung
P000522;110601200006;Pollo trozado x 8 pzas S/M;2;16.5;33;Lun;34419;86.5;Samsung Internet;Android;Samsung
P000522;110603700039;Enrollado con Frutas Secas;1;27.5;27.5;Lun;34419;86.5;Samsung Internet;Android;Samsung
P000523;110501000031;Huevo Pardo Empacado;1;13;13;Lun;34426;67.7;Chrome;Windows;other
P000523;110601200006;Pollo trozado x 8 pzas S/M;1;16.5;16.5;Lun;34426;67.7;Chrome;Windows;other
P000523;110601400016;Filete de Pechuga;1;30;30;Lun;34426;67.7;Chrome;Windows;other
P000523;110603500013;Nuggets con Quinua;1;8.2;8.2;Lun;34426;67.7;Chrome;Windows;other
P000524;110501000031;Huevo Pardo Empacado;1;13;13;Lun;34396;94.5;Mobile Safari;iOS;iPad
P000524;110601400015;Filete de Pechuga Corazon;1;32;32;Lun;34396;94.5;Mobile Safari;iOS;iPad
P000524;110603500005;Nuggets Premium;2;6;12;Lun;34396;94.5;Mobile Safari;iOS;iPad
P000524;110603500029;Chicharron de Pechuga de Pollo;3;12.5;37.5;Lun;34396;94.5;Mobile Safari;iOS;iPad
P000525;110601000027;Pollo Entero S/M;2;16;32;Lun;34407;62;Chrome Mobile;Android;LG
P000525;110601400016;Filete de Pechuga;1;30;30;Lun;34407;62;Chrome Mobile;Android;LG
P000526;110501000031;Huevo Pardo Empacado;2;13;26;Lun;34421;216.9;Chrome;Windows;other
P000526;110601200006;Pollo trozado x 8 pzas S/M;2;16.5;33;Lun;34421;216.9;Chrome;Windows;other
P000526;110601200016;Muslos Frescos;1;54;54;Lun;34421;216.9;Chrome;Windows;other
P000526;110601400016;Filete de Pechuga;2;30;60;Lun;34421;216.9;Chrome;Windows;other
P000526;110603500013;Nuggets con Quinua;2;8.2;16.4;Lun;34421;216.9;Chrome;Windows;other
P000526;110603700039;Enrollado con Frutas Secas;1;27.5;27.5;Lun;34421;216.9;Chrome;Windows;other
P000527;110501000031;Huevo Pardo Empacado;1;13;13;Lun;34431;96.8;Samsung Internet;Android;Samsung
P000527;110601200006;Pollo trozado x 8 pzas S/M;2;16.5;33;Lun;34431;96.8;Samsung Internet;Android;Samsung
P000527;110601400016;Filete de Pechuga;1;30;30;Lun;34431;96.8;Samsung Internet;Android;Samsung
P000527;110603500029;Chicharron de Pechuga de Pollo;1;12.5;12.5;Lun;34431;96.8;Samsung Internet;Android;Samsung
P000527;110603700015;Hamburguesa Premium;1;8.3;8.3;Lun;34431;96.8;Samsung Internet;Android;Samsung
P000528;110501000031;Huevo Pardo Empacado;1;13;13;Lun;34423;100.5;Chrome Mobile;Android;other
P000528;110601200006;Pollo trozado x 8 pzas S/M;3;16.5;49.5;Lun;34423;100.5;Chrome Mobile;Android;other
P000528;110603500005;Nuggets Premium;2;6;12;Lun;34423;100.5;Chrome Mobile;Android;other
P000528;110603500029;Chicharron de Pechuga de Pollo;1;12.5;12.5;Lun;34423;100.5;Chrome Mobile;Android;other
P000528;110603500049;Filete  a la Criolla;1;13.5;13.5;Lun;34423;100.5;Chrome Mobile;Android;other
P000529;110501000031;Huevo Pardo Empacado;1;13;13;Lun;34264;51.6;Facebook;Android;other
P000529;110601200006;Pollo trozado x 8 pzas S/M;1;16.5;16.5;Lun;34264;51.6;Facebook;Android;other
P000529;110603500005;Nuggets Premium;1;6;6;Lun;34264;51.6;Facebook;Android;other
P000529;110603500019;Deditos de Pollo;1;7.8;7.8;Lun;34264;51.6;Facebook;Android;other
P000529;110603700015;Hamburguesa Premium;1;8.3;8.3;Lun;34264;51.6;Facebook;Android;other
P000530;110501000031;Huevo Pardo Empacado;1;13;13;Lun;34429;122.4;Chrome;Windows;other
P000530;110601200006;Pollo trozado x 8 pzas S/M;3;16.5;49.5;Lun;34429;122.4;Chrome;Windows;other
P000530;110601400016;Filete de Pechuga;1;30;30;Lun;34429;122.4;Chrome;Windows;other
P000530;110603500013;Nuggets con Quinua;2;8.2;16.4;Lun;34429;122.4;Chrome;Windows;other
P000530;110603500048;Filete a la Pimienta;1;13.5;13.5;Lun;34429;122.4;Chrome;Windows;other
P000531;110601400016;Filete de Pechuga;2;30;60;Lun;34439;92.3;Mobile Safari;iOS;iPhone
P000531;110603500005;Nuggets Premium;2;6;12;Lun;34439;92.3;Mobile Safari;iOS;iPhone
P000531;110603500019;Deditos de Pollo;1;7.8;7.8;Lun;34439;92.3;Mobile Safari;iOS;iPhone
P000531;110603500029;Chicharron de Pechuga de Pollo;1;12.5;12.5;Lun;34439;92.3;Mobile Safari;iOS;iPhone
P000532;110501000031;Huevo Pardo Empacado;1;13;13;Lun;34447;183.3;Mobile Safari;iOS;iPhone
P000532;110601200006;Pollo trozado x 8 pzas S/M;4;16.5;66;Lun;34447;183.3;Mobile Safari;iOS;iPhone
P000532;110601400016;Filete de Pechuga;1;30;30;Lun;34447;183.3;Mobile Safari;iOS;iPhone
P000532;110603500029;Chicharron de Pechuga de Pollo;2;12.5;25;Lun;34447;183.3;Mobile Safari;iOS;iPhone
P000532;110603500048;Filete a la Pimienta;1;13.5;13.5;Lun;34447;183.3;Mobile Safari;iOS;iPhone
P000532;110603700015;Hamburguesa Premium;1;8.3;8.3;Lun;34447;183.3;Mobile Safari;iOS;iPhone
P000532;110603700039;Enrollado con Frutas Secas;1;27.5;27.5;Lun;34447;183.3;Mobile Safari;iOS;iPhone
P000533;110501000031;Huevo Pardo Empacado;1;13;13;Lun;34441;127;Chrome;Windows;other
P000533;110601200016;Muslos Frescos;1;54;54;Lun;34441;127;Chrome;Windows;other
